index,tweet,sentimen
1824,"['lahirnya', 'hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual', 'disahkan']",Positif
1825,"['mendorong', 'pemerintah', 'membuktikan', 'bantahan', 'laporan', 'kemenlu', 'pelanggaran', 'ham', 'aplikasi', 'pedulilindungi', 'disahkan']",Negatif
1826,"['berdirinya', 'pmii', 'disebutsebut', 'terlepas', 'peran', 'karno', 'kakek', 'nu', 'mendirikan', 'organisasi', 'mahasiswa', 'disahkan']",Positif
1827,"['pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privacy', 'disahkan']",Positif
1828,"['harap', 'pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privasi', 'disahkan']",Positif
1829,"['kewenangan', 'berjanji', 'pengawasan', 'tertawa', 'rakyat', 'perlindungan', 'data', 'pribadi', 'terjaga', 'disahkan']",Positif
1830,"['ri', 'mendesak', 'pemerintah', 'merespons', 'tudingan', 'menuduh', 'aplikasi', 'pedulilindungi', 'melanggar', 'ham', 'disahkan']",Negatif
1831,"['pemerintahan', 'presiden', 'jokowi', 'berhatihati', 'menaikkan', 'harga', 'energi', 'harga', 'bbm', 'jenis', 'pertalite', 'solar', 'elpji', 'tarif', 'listrik', 'disahkan']",Positif
1832,"['bereaksi', 'tuduhan', 'kementerian', 'negeri', 'amerika', 'serikat', 'aplikasi', 'peduli', 'lindungi', 'melanggaran', 'ham', 'disahkan']",Positif
1833,"['kemarin', 'menyaksikan', 'media', 'briefing', 'surat', 'kartini', 'mengawal', 'implementasi', 'tonggak', 'peradaban', 'indonesia', 'kekerasan', 'seksual', 'cek', 'link', 'via']",Negatif
1834,"['informasi', 'data', 'pribadi', 'rakyat', 'pedulilindungi', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
1835,"['dewan', 'perwakilan', 'rakyat', 'pemerintah', 'membuktikan', 'aplikasi', 'pedulilindungi', 'melanggar', 'privasi', 'disahkan']",Negatif
1836,"['suara', 'lantang', 'pemerintah', 'buktikan', 'tuduhan', 'kemenlu', 'disahkan']",Positif
1837,"['pembuktian', 'publik', 'ragu', 'aplikasi', 'disahkan']",Negatif
1838,"['nkri', 'harga', 'mati', 'kalimat', 'sabang', 'merauke', 'dalamnya', 'semangat', 'jiwa', 'bersatu', 'padu', 'sangsaka', 'merah', 'putih', 'disahkan']",Positif
1839,"['berdirinya', 'pmii', 'disebutsebut', 'terlepas', 'peran', 'karno', 'kakek', 'nu', 'mendirikan', 'organisasi', 'mahasiswa', 'disahkan']",Positif
1840,"['mengimbau', 'mahasiswa', 'tergabung', 'organisasi', 'pmii', 'berkontribusi', 'menjaga', 'persatuan', 'kebinekaan', 'indonesia', 'disahkan']",Positif
1841,"['senang', 'pmii', 'eksis', 'peran', 'kaum', 'muda', 'mahasiswa', 'dibutuhkan', 'membawa', 'negeri', 'arah', 'disahkan']",Negatif
1842,"['pemerintah', 'membuktikan', 'pelanggaran', 'ham', 'penggunaan', 'aplikasi', 'peduli', 'lindungi', 'disahkan']",Negatif
1843,"['pemerintah', 'progresif', 'menuntaskan', 'pembahasan', 'pelindungan', 'data', 'pribadi', 'pdp', 'disahkan']",Positif
1844,"['selamat', 'lahir', 'harlah', 'salah', 'organisasi', 'mahasiswa', 'islam', 'tertua', 'indonesia', 'pmii', 'disahkan']",Positif
1845,"['bukti', 'keberpihakan', 'mbak', 'kepentingan', 'kaum', 'perempuan', 'disahkan']",Positif
1846,"['ri', 'pemerintah', 'membuktikan', 'pedulilindungi', 'melanggar', 'privasi', 'disahkan']",Negatif
1847,"['pembina', 'fraksi', 'pdip', 'menginstruksikan', 'komponen', 'partai', 'mengerahkan', 'sumberdaya', 'mengegolkan', 'disahkan']",Positif
1848,"['bimo', 'sah', 'sm', 'permendikbud', 'ppks', 'bahan', 'gorengan', 'bertambah']",Negatif
1849,"['berdirinya', 'pmii', 'disebutsebut', 'terlepas', 'peran', 'karno', 'kakek', 'nu', 'mendirikan', 'organisasi', 'mahasiswa', 'disahkan']",Positif
1850,"['pembuktian', 'pemerintah', 'anggapan', 'pedulilindungi', 'menimbulkan', 'gangguan', 'kesewenangwenangan', 'dibantah', 'disahkan']",Positif
1851,"['berharap', 'umur', 'matang', 'pmii', 'membawa', 'kemajuan', 'indonesia', 'disahkan']",Positif
1852,"['ucapkan', 'selamat', 'doa', 'penuh', 'harapan', 'pmii', 'selamat', 'teruslah', 'bertransformasi', 'membangun', 'peradaban', 'disahkan']",Positif
1853,"['perempuan', 'lapisan', 'masyarakat', 'aktivis', 'perempuan', 'berterima', 'kasih', 'total', 'tuntas', 'menggolkan', 'disahkan']",Positif
1854,"['selamat', 'lahir', 'harlah', 'salah', 'organisasi', 'mahasiswa', 'islam', 'tertua', 'indonesia', 'pmii', 'disahkan']",Positif
1855,"['bukti', 'keberpihakan', 'mbak', 'kepentingan', 'kaum', 'perempuan', 'disahkan']",Positif
1856,"['pembina', 'fraksi', 'pdip', 'menginstruksikan', 'komponen', 'partai', 'mengerahkan', 'sumberdaya', 'mengegolkan', 'disahkan']",Positif
1857,"['perempuan', 'lapisan', 'masyarakat', 'aktivis', 'perempuan', 'berterima', 'kasih', 'total', 'tuntas', 'menggolkan', 'disahkan']",Positif
1858,"['mbak', 'memiliki', 'sensitivitas', 'pembelaan', 'kaum', 'perempuan', 'disahkan']",Positif
1859,"['mbak', 'memiliki', 'sensitivitas', 'pembelaan', 'kaum', 'perempuan', 'disahkan']",Positif
1860,"['publik', 'mbak', 'menitikkan', 'air', 'perjuangan', 'mengawal', 'disahkan']",Positif
1861,"['disahin', 'respons', 'wahh', 'ngelegalin', 'friseekkk', 'responnya', 'template', 'kebijakan', 'ngelindungin', 'cewek']",Positif
1862,"['mendorong', 'pemerintah', 'membuktikan', 'bantahan', 'laporan', 'kemenlu', 'pelanggaran', 'ham', 'aplikasi', 'pedulilindungi', 'disahkan']",Negatif
1863,"['disahkannya', 'memiliki', 'posisi', 'membela', 'kepentingan', 'kaum', 'perempuan', 'kerap', 'stereotip', 'negatif', 'beragam', 'kekerasan', 'seksual', 'disahkan']",Positif
1864,"['pemerintah', 'berkewajiban', 'melindungi', 'data', 'pribadi', 'masyarakat', 'disahkan']",Netral
1865,"['pendekatan', 'nahdliyin', 'dianggap', 'merawat', 'kesinambungan', 'disahkan']",Netral
1866,"['banjir', 'pujian', 'kawal', 'kartini']",Negatif
1867,"['kewenangan', 'berjanji', 'pengawasan', 'tertawa', 'rakyat', 'perlindungan', 'data', 'pribadi', 'terjaga', 'disahkan']",Positif
1868,"['podcast', 'aksi', 'tama', 'langkun', 'dpp', 'perindo', 'bidang', 'hukum', 'ham', 'tema', 'disahkan', 'tugas', 'podcast', 'aksi', 'wib']",Positif
1869,"['nkri', 'harga', 'mati', 'kalimat', 'sabang', 'merauke', 'dalamnya', 'semangat', 'jiwa', 'bersatu', 'padu', 'sangsaka', 'merah', 'putih', 'disahkan']",Positif
1870,"['ri', 'berharap', 'harlah', 'pmii', 'momentum', 'organisasi', 'bertransformasi', 'membangun', 'peradaban', 'disahkan']",Positif
1871,"['informasi', 'data', 'pribadi', 'rakyat', 'pedulilindungi', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
1872,"['mengimbau', 'mahasiswa', 'tergabung', 'organisasi', 'pmii', 'berkontribusi', 'menjaga', 'persatuan', 'kebinekaan', 'indonesia', 'disahkan']",Positif
1873,"['disinformasi', 'mendorong', 'pemerintah', 'klarifikasi', 'disahkan']",Negatif
1874,"['mahasiswa', 'bersikap', 'pasif', 'aktif', 'berkontribusi', 'membantu', 'membangun', 'bangsa', 'bidang', 'disahkan']",Netral
1875,"['publik', 'mbak', 'menitikkan', 'air', 'perjuangan', 'mengawal', 'disahkan']",Positif
1876,"['disahkannya', 'memiliki', 'posisi', 'membela', 'kepentingan', 'kaum', 'perempuan', 'kerap', 'stereotip', 'negatif', 'beragam', 'kekerasan', 'seksual', 'disahkan']",Positif
1877,"['senang', 'pmii', 'eksis', 'peran', 'kaum', 'muda', 'mahasiswa', 'dibutuhkan', 'membawa', 'negeri', 'arah', 'disahkan']",Negatif
1878,"['berdirinya', 'pmii', 'disebutsebut', 'terlepas', 'peran', 'karno', 'kakek', 'nu', 'mendirikan', 'organisasi', 'mahasiswa', 'disahkan']",Positif
1879,"['informasi', 'valid', 'jerih', 'payah', 'penanganan', 'covid', 'bias', 'disahkan']",Positif
1880,"['tudingan', 'menyoroti', 'laporan', 'lsm', 'pemerintah', 'mengawasi', 'data', 'pribadi', 'masyarakat', 'pedulilindungi', 'diabaikan', 'disahkan']",Negatif
1881,"['tudingan', 'dibiarkan', 'disahkan']",Positif
1882,"['menyebut', 'tudingan', 'pedulilindungi', 'melanggar', 'ham', 'mempengaruhi', 'kepercayaan', 'publik', 'pemerintah', 'disahkan']",Positif
1883,"['menilai', 'aplikasi', 'pedulilindungi', 'manfaat', 'tepatnya', 'terkait', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
1884,"['berharap', 'umur', 'matang', 'pmii', 'membawa', 'kemajuan', 'indonesia', 'disahkan']",Positif
1885,"['pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'beredar', 'masyarakat', 'simpang', 'siur', 'disahkan']",Positif
1886,"['selamat', 'memperingati', 'nuzulul', 'quranpuan', 'disahkan']",Positif
1887,"['pemerintah', 'progresif', 'menuntaskan', 'pembahasan', 'pelindungan', 'data', 'pribadi', 'pdp', 'disahkan']",Positif
1888,"['apresiasi', 'masyarakat', 'sipil', 'bantu', 'wujudkan', 'disahkan']",Positif
1889,"['laporan', 'amerika', 'serikat', 'kegelisahan', 'publik', 'pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'simpang', 'siur', 'disahkan']",Negatif
1890,"['lahirnya', 'hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual', 'disahkan']",Positif
1891,"['pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privacy', 'disahkan']",Positif
1892,"['langkah', 'intensif', 'komunikasi', 'elemen', 'bangsa', 'kalangan', 'nahdliyin', 'apresiasi', 'disahkan']",Positif
1893,"['ucapkan', 'selamat', 'doa', 'penuh', 'harapan', 'pmii', 'selamat', 'teruslah', 'bertransformasi', 'membangun', 'peradaban', 'disahkan']",Positif
1894,"['tudingan', 'pedulilindungi', 'melanggar', 'ham', 'dipatahkan', 'pemerintah', 'indonesia', 'bukti', 'disahkan']",Negatif
1895,"['masyarakat', 'penjelasan', 'komprehensif', 'dinamika', 'kenaikan', 'harga', 'energi', 'pemerintah', 'disahkan']",Positif
1896,"['kenaikan', 'harga', 'energi', 'dihindari', 'pemerintah', 'menstabilkan', 'hargaharga', 'kebutuhan', 'pokok', 'stabil', 'disahkan']",Positif
1897,"['ri', 'mendesak', 'pemerintah', 'merespons', 'tudingan', 'menuduh', 'aplikasi', 'pedulilindungi', 'melanggar', 'ham', 'disahkan']",Negatif
1898,"['harap', 'pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privasi', 'disahkan']",Positif
1899,"['bereaksi', 'tuduhan', 'kementerian', 'negeri', 'amerika', 'serikat', 'aplikasi', 'peduli', 'lindungi', 'melanggaran', 'ham', 'disahkan']",Positif
1900,"['kenaikan', 'harga', 'energi', 'memberatkan', 'masyarakat', 'pemerintah', 'berhatihati', 'memutuskan', 'disahkan']",Positif
1901,"['mendesak', 'pemerintah', 'membuktikan', 'konkret', 'aplikasi', 'pedulilindungi', 'melanggar', 'ham', 'terkain', 'data', 'pribadi', 'masyarakat', 'disahkan']",Negatif
1902,"['pemerintah', 'mesti', 'cermat', 'bijaksana', 'merencanakan', 'kenaikan', 'harga', 'energi', 'memberatkan', 'masyarakat', 'disahkan']",Positif
1903,"['bersyukur', 'pengendalian', 'gelombang', 'ketiga', 'pandemi', 'covid', 'ditangani', 'diantisipasi', 'disahkan']",Positif
1904,"['kondisi', 'global', 'akibat', 'perang', 'rusiaukraina', 'mendorong', 'peningkatan', 'komoditas', 'energi', 'pangan', 'disahkan']",Negatif
1905,"['ri', 'pemerintah', 'mengantisipasi', 'peningkatan', 'risiko', 'ekonomi', 'global', 'imbas', 'perang', 'rusiaukraina', 'disahkan']",Negatif
1906,"['pembuktian', 'pemerintah', 'anggapan', 'pedulilindungi', 'menimbulkan', 'gangguan', 'kesewenangwenangan', 'dibantah', 'disahkan']",Positif
1907,"['dewan', 'perwakilan', 'rakyat', 'pemerintah', 'membuktikan', 'aplikasi', 'pedulilindungi', 'melanggar', 'privasi', 'disahkan']",Negatif
1908,"['suara', 'lantang', 'pemerintah', 'buktikan', 'tuduhan', 'kemenlu', 'disahkan']",Positif
1909,"['mendesak', 'pemerintah', 'benarbenar', 'memperhatikan', 'kondisi', 'masyarakat', 'mengambil', 'kebijakan', 'disahkan']",Positif
1910,"['selamat', 'lahir', 'harlah', 'salah', 'organisasi', 'mahasiswa', 'islam', 'tertua', 'indonesia', 'pmii', 'disahkan']",Positif
1911,"['ri', 'merespon', 'wacana', 'kenaikan', 'pertalite', 'solar', 'gas', 'lpg', 'kilogram', 'disahkan']",Negatif
1912,"['bergotong', 'royong', 'mensukseskan', 'penyelenggaraan', 'ibadah', 'haji', 'disahkan']",Positif
1913,"['bbm', 'elpiji', 'listrik', 'terancam', 'pemerintah', 'perhatikan', 'kondisi', 'rakyat', 'ambil', 'kebijakan', 'disahkan']",Positif
1914,"['pembuktian', 'publik', 'ragu', 'aplikasi', 'disahkan']",Negatif
1915,"['pemerintah', 'membuktikan', 'pelanggaran', 'ham', 'penggunaan', 'aplikasi', 'peduli', 'lindungi', 'disahkan']",Negatif
1916,"['bukti', 'keberpihakan', 'mbak', 'kepentingan', 'kaum', 'perempuan', 'disahkan']",Positif
1917,"['terima', 'kasih', 'bu', 'terima', 'kasih', 'wamen', 'terima', 'kasih', 'bu', 'stop', 'kekerasan', 'seksual', 'teriakan', 'menggema', 'disahkan']",Positif
1918,"['informasi', 'valid', 'jerih', 'payah', 'penanganan', 'covid', 'bias', 'disahkan']",Positif
1919,"['ri', 'penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disahkan']",Positif
1920,"['mendorong', 'pemerintah', 'membuktikan', 'bantahan', 'laporan', 'kemenlu', 'pelanggaran', 'ham', 'aplikasi', 'pedulilindungi', 'disahkan']",Negatif
1921,"['ri', 'pemerintah', 'membuktikan', 'pedulilindungi', 'melanggar', 'privasi', 'disahkan']",Negatif
1922,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'disahkan']",Positif
1923,"['citacita', 'membangun', 'bangsa', 'berperan', 'bangsa', 'disahkan']",Positif
1924,"['pembina', 'fraksi', 'pdip', 'menginstruksikan', 'komponen', 'partai', 'mengerahkan', 'sumberdaya', 'mengegolkan', 'disahkan']",Positif
1925,"['alasan', 'citacitanya', 'terjun', 'dunia', 'politik', 'salah', 'satunya', 'membangun', 'bangsa', 'indonesia', 'disahkan']",Negatif
1926,"['dianggap', 'berjasa', 'berkomitmen', 'mengesahkan', 'undang', 'undang', 'pembahasannya', 'periode', 'disahkan']",Positif
1927,"['ri', 'penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'disahkan']",Positif
1928,"['informasi', 'data', 'pribadi', 'rakyat', 'pedulilindungi', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
1929,"['pemerintah', 'cermat', 'bijaksana', 'merencakan', 'kenaikan', 'harga', 'energi', 'disahkan']",Positif
1930,"['perempuan', 'lapisan', 'masyarakat', 'aktivis', 'perempuan', 'berterima', 'kasih', 'total', 'tuntas', 'menggolkan', 'disahkan']",Positif
1931,"['dianggap', 'berjasa', 'berkomitmen', 'mengesahkan', 'undang', 'undang', 'pembahasannya', 'periode', 'disahkan']",Positif
1932,"['pengesahan', 'elemen', 'perempuan', 'penghargaan', 'sebesarbesarnya', 'ri', 'disahkan']",Positif
1933,"['pendekatan', 'politikus', 'pdip', 'nahdliyah', 'dianggap', 'merawat', 'kesinambungan', 'disahkan']",Netral
1934,"['pemerintah', 'menjaga', 'daya', 'beli', 'masyarakat', 'bantuan', 'sosial', 'masyarakat', 'disahkan']",Positif
1935,"['mbak', 'memiliki', 'sensitivitas', 'pembelaan', 'kaum', 'perempuan', 'disahkan']",Positif
1936,"['mendorong', 'pemerintah', 'mengambil', 'kebijakan', 'efektif', 'mengendalikan', 'kestabilan', 'harga', 'komoditas', 'disahkan']",Positif
1937,"['menilai', 'reses', 'momentum', 'wakil', 'rakyat', 'memonitor', 'stok', 'stabilitas', 'harga', 'sembilan', 'bahan', 'pokok', 'disahkan']",Positif
1938,"['anggota', 'dewan', 'memanfaatkan', 'reses', 'april', 'mei', 'menyerap', 'aspirasi', 'rakyat', 'daerah', 'pemilihannya', 'masingmasing', 'disahkan']",Negatif
1939,"['pemerintah', 'progresif', 'menuntaskan', 'pembahasan', 'pelindungan', 'data', 'pribadi', 'pdp', 'disahkan']",Positif
1940,"['terpenuhinya', 'ketersediaan', 'air', 'minum', 'jamaah', 'menghadapi', 'badai', 'panas', 'tanah', 'suci', 'disahkan']",Negatif
1941,"['pembuktian', 'pemerintah', 'anggapan', 'pedulilindungi', 'menimbulkan', 'gangguan', 'kesewenangwenangan', 'dibantah', 'disahkan']",Positif
1942,"['pemerintah', 'berkewajiban', 'melindungi', 'data', 'pribadi', 'masyarakat', 'disahkan']",Netral
1943,"['publik', 'mbak', 'menitikkan', 'air', 'perjuangan', 'mengawal', 'disahkan']",Positif
1944,"['kepercayaan', 'publik', 'khawatir', 'informasi', 'ditanggulangi', 'masyarakat', 'ragu', 'aplikasi', 'pedulilindungi', 'disahkan']",Negatif
1945,"['tudingan', 'dibiarkan', 'disahkan']",Positif
1946,"['disinformasi', 'mendorong', 'pemerintah', 'klarifikasi', 'disahkan']",Negatif
1947,"['menyebut', 'tudingan', 'pedulilindungi', 'melanggar', 'ham', 'mempengaruhi', 'kepercayaan', 'publik', 'pemerintah', 'disahkan']",Positif
1948,"['informasi', 'valid', 'jerih', 'payah', 'penanganan', 'covid', 'bias', 'disahkan']",Positif
1949,"['disahkannya', 'memiliki', 'posisi', 'membela', 'kepentingan', 'kaum', 'perempuan', 'kerap', 'stereotip', 'negatif', 'beragam', 'kekerasan', 'seksual', 'disahkan']",Positif
1950,"['tudingan', 'menyoroti', 'laporan', 'lsm', 'pemerintah', 'mengawasi', 'data', 'pribadi', 'masyarakat', 'pedulilindungi', 'diabaikan', 'disahkan']",Negatif
1951,"['tudingan', 'dibiarkan', 'disahkan']",Positif
1952,"['menilai', 'aplikasi', 'pedulilindungi', 'manfaat', 'tepatnya', 'terkait', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
1953,"['tudingan', 'menyoroti', 'laporan', 'lsm', 'pemerintah', 'mengawasi', 'data', 'pribadi', 'masyarakat', 'pedulilindungi', 'diabaikan', 'disahkan']",Negatif
1954,"['pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'beredar', 'masyarakat', 'simpang', 'siur', 'disahkan']",Positif
1955,"['nuzulul', 'quran', 'jatuh', 'ramadhan', 'spirit', 'umat', 'muslim', 'berdedikasi', 'kehidupan', 'berbangsa', 'bernegara', 'disahkan']",Positif
1956,"['ri', 'pemerintah', 'bergerak', 'cepat', 'pelaksanaan', 'ibadah', 'haji', 'disahkan']",Positif
1957,"['terpenuhinya', 'ketersediaan', 'air', 'minum', 'jamaah', 'menghadapi', 'badai', 'panas', 'tanah', 'suci', 'disahkan']",Negatif
1958,"['laporan', 'amerika', 'serikat', 'kegelisahan', 'publik', 'pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'simpang', 'siur', 'disahkan']",Negatif
1959,"['bergotongroyong', 'mensukseskan', 'penyelenggaraan', 'ibadah', 'haji', 'disahkan']",Positif
1960,"['tudingan', 'pedulilindungi', 'melanggar', 'ham', 'dipatahkan', 'pemerintah', 'indonesia', 'bukti', 'disahkan']",Negatif
1961,"['selamat', 'memperingati', 'nuzulul', 'quranpuan', 'disahkan']",Positif
1962,"['pemerintah', 'berkewajiban', 'melindungi', 'data', 'pribadi', 'masyarakat', 'disahkan']",Netral
1963,"['mendesak', 'pemerintah', 'membuktikan', 'konkret', 'aplikasi', 'pedulilindungi', 'melanggar', 'ham', 'terkain', 'data', 'pribadi', 'masyarakat', 'disahkan']",Negatif
1964,"['menyebut', 'umat', 'muslim', 'indonesia', 'menunaikan', 'ibadah', 'haji', 'disahkan']",Positif
1965,"['apresiasi', 'masyarakat', 'sipil', 'bantu', 'wujudkan', 'disahkan']",Positif
1966,"['dibukanya', 'kuota', 'haji', 'mencapai', 'juta', 'jemaah', 'disambut', 'dipersiapkan', 'mungkinpuan', 'disahkan']",Positif
1967,"['kepercayaan', 'publik', 'khawatir', 'informasi', 'ditanggulangi', 'masyarakat', 'ragu', 'aplikasi', 'pedulilindungi', 'disahkan']",Negatif
1968,"['menilai', 'pemerintah', 'persiapan', 'teknis', 'jemaah', 'haji', 'indonesia', 'terlayani', 'disahkan']",Positif
1969,"['mari', 'jalani', 'ramadhan', 'mulia', 'penuh', 'keberkahan', 'aktivitas', 'positif', 'produktif', 'menyongsong', 'indonesia', 'baikpuan', 'disahkan']",Positif
1970,"['upaya', 'pembunuhan', 'meninggalkan', 'bekas', 'lubang', 'dinding', 'ruang', 'makan', 'istana', 'disahkan']",Negatif
1971,"['menceritakan', 'presiden', 'ri', 'soekarno', 'memimpin', 'sidang', 'dewan', 'pertimbangan', 'agung', 'dpa', 'disahkan']",Positif
1972,"['disinformasi', 'mendorong', 'pemerintah', 'klarifikasi', 'disahkan']",Negatif
1973,"['lahirnya', 'hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual', 'disahkan']",Positif
1974,"['menilai', 'aplikasi', 'pedulilindungi', 'manfaat', 'tepatnya', 'terkait', 'penanganan', 'pandemi', 'covid', 'disahkan']",Negatif
1975,"['ri', 'bercerita', 'kakeknya', 'presiden', 'ri', 'soekarno', 'lolos', 'upaya', 'pembunuhan', 'ramadhan', 'disahkan']",Negatif
1976,"['pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privacy', 'disahkan']",Positif
1977,"['mengajak', 'perempuan', 'indonesia', 'semangat', 'disahkan']",Positif
1978,"['pengesahan', 'undang', 'undang', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'diperingatinya', 'kartini', 'disahkan']",Positif
1979,"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'kesempatan', 'meneteskan', 'air', 'disahkan']",Positif
1980,"['kehadiran', 'undang', 'undang', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksualpuan', 'disahkan']",Positif
1981,"['menyebut', 'tudingan', 'pedulilindungi', 'melanggar', 'ham', 'mempengaruhi', 'kepercayaan', 'publik', 'pemerintah', 'disahkan']",Positif
1982,"['pemerintah', 'penjelasan', 'komprehensif', 'informasi', 'beredar', 'masyarakat', 'simpang', 'siur', 'disahkan']",Positif
1983,"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade', 'disahkan']",Positif
1984,"['harap', 'pemerintah', 'buktikan', 'layanan', 'pedulilindungi', 'langgar', 'privasi', 'disahkan']",Positif
1985,"['menyinggung', 'fungsi', 'legislasi', 'dewan', 'persidangan', 'iv', 'sidang', 'disahkan']",Negatif
1986,"['berkontribusi', 'patut', 'apresiasi', 'anggota', 'dewan', 'parlemen', 'disahkan']",Negatif
1987,"['indah', 'sahnya', 'tonggak', 'perlindungan', 'perempuan', 'indonesia', 'kartini']",Positif
1988,"['ri', 'mendesak', 'pemerintah', 'merespons', 'tudingan', 'menuduh', 'aplikasi', 'pedulilindungi', 'melanggar', 'ham', 'disahkan']",Negatif
1989,"['rapat', 'paripurna', 'pengesahan', 'dipimpin', 'disetujui', 'inisiatif', 'januari', 'disahkan']",Positif
